"id","name","dummy","mas","puede","familias","millones","proyecto","pais","ciudadania","ciudadanos","hoy","medellin","bogota","fuerza","policia","seguridad","hacer","hora","siempre","este","pacto","jovenes","los","atencion","toda","gobierno","aqui","ano","con","puntos","gracias","salud","mujeres","vida","violencia","cambio","colombia","solo","ahora","linea","primera","asi","centro","cada","estan","publica","esta","por","semana","sera","vacunacion","empleo","mejor","reactivacion","social","apoyo","ninos","sector","anos","nueva","hace","politica","medidas","familia","cuidado","pandemia","ser","mundo","dia","ciudad","publico","tambien","gran","las","sistema","democracia","educacion","cali","duque","parte","mil","plan","que","nacional","todas","nuevo","dos","dias","pobreza","derechos","mayor","solidaridad","comunidad","presidente","sino","trabajo","debe","covid19","vacunas","reforma","personas","colombi","justicia","paz","vamos"
"a718c7c5968255d825531f77","Lopez",2,0,0,0,0,0,0,0.259766495977693,0,0,0,0.134517052807475,0,0,0,0,0,0,0,0,0,0,0,0.217134927884158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18686870721131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a79b1d02203f8fc835ec11e4","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439311092100087,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d73b8a627a1709776de30c0","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261768319175362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51321288a71653eab6c38363","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800804834536355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d7b7a08b2924cb39b423094","Lopez",2,0,0,0,0,0,0,0,0,0,0,0.26903410561495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19909203216975,0.429733815382223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256182158672636,0,0,0,0,0,0,0,0,0.253784819487547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d1088d01cf8201bc4ffa1f53","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409723861370874,0,0,0,0,0,0,0,0,0,0,0,0
"d7b6a243509b16e0310d31bd","Uribe",3,0,0,0,0,0,0,0,0,0.234015086451443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554f8a53722b3ebf5c3c896f","Uribe",3,0,0,0,0,0,0,0,0,0.192718306489423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218164524165287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339573166328808,0.336646517199567,0,0,0,0,0,0
"120acc8bc878e35e9a6ccb53","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644253213299653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585748122800116,0,0,0,0,0,0,0,0,0,0,0,0,0
"dad03878798bbd526fefbdde","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230515351894669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4d412bf661701fce259f1727","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188c139c1f0b4f3acd687c55","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05046043760099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f80b909751ac12a9fb17fe4b","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214667401873597,0,0
"f72af0d308ee4dad2c5a0c9e","Lopez",2,0,0,0,0,0,0,0,0,0,0,0.134517052807475,0,0,0,0,0,0,0,0,0.204255855283698,0,0,0,0,0,0,0,0,0,0,0,0.209861325226469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266349066561865,0,0,0,0,0.229129510135043,0,0,0,0,0,0,0.23542586759329,0,0,0,0,0,0,0,0.246774777728689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"048fbf0d6901b8bef921a85d","Lopez",2,0,0,0,0,0,0,0,0,0,0,0.236750012941156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17520098830938,0,0,0,0,0,0.148351876432395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b3b3607a4c1c30af4c0ee87d","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0.250186173422383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236450529804703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236192859346217,0,0,0,0,0,0,0,0
"8036e9559bc8a1081ba8ce98","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275654313998875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31977600637994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295911677656742,0,0,0,0,0,0,0,0,0,0,0,0
"8f1fbf68e463b9804d5956bb","Lopez",2,0.11710246910212,0,0,0,0,0,0,0,0,0,0.113822121606325,0,0,0,0,0,0,0,0,0,0.17125015703289,0,0,0,0,0,0,0,0,0,0,0,0,0.432950301404197,0,0,0.22929914046076,0,0,0,0,0.229670300846672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199206503348169,0.158119675332647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a8089a84a6f8a39c3f4a5b9f","Uribe",3,0,0,0.232340354729652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204387669073486,0.17757496749932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193295746761537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"047c1df11a3e48e99eb8072f","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aab82f6bf9acdee23ff62530","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249897949853344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493469261234052,0,0,0,0,0,0,0,0,0,0,0
"f01e927be423168e77203c05","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249897949853344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245043803947739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59c6b3efe95c4c26275add48","Lopez",2,0,0.253934064159432,0,0,0,0,0.272136329119488,0,0.156010057634295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246636623192971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c9fd75fb4226a3ffaa220d13","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24333470598525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278371514025595,0,0,0,0
"f48fdf13ee57134768496d34","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c5668b0cedcec5a1b7ead58c","Uribe",3,0.126861008193963,0,0,0,0,0,0,0,0,0,0.123307298406852,0.229337325637184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192372881457597,0,0,0,0,0,0,0,0,0,0,0,0.216510121067366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19679128301636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246436330716725,0,0,0,0,0.244904724466303,0,0,0,0,0,0.216510121067366,0,0,0,0,0,0,0,0
"3940018dc8ad1ed708679746","Lopez",2,0,0,0,0,0,0.16465787055467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170998116851197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186136645029628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193940741929213,0,0,0,0,0,0,0,0,0
"b403c04ef2218a24dede41a0","Petro",1,0,0,0,0,0,0,0,0,0,0,1.47968758088223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0681f72549c545d047273b10","Petro",1,0,0,0,0,0,0,0,0,0.117007543225721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151717208469157,0,0,0,0,0,0.168823998900159,0,0,0,0,0,0.172608726352056,0,0,0,0,0,0,0,0,0,0.179488907707141,0,0,0,0,0,0,0,0,0,0,0,0,0.199667267867447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215383035917759,0,0,0,0,0,0,0,0,0,0
"98f221457e56467194dadc28","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23847110607919,0,0,0,0,0,0,0,0,0.201027576631998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231248216253517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"057af8cc4f2c292cd7ad7865","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171296314943701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4457ff382c8e0e21d842955c","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359228302914182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362392432481055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329483319075065,0,0,0,0,0,0,0,0,0,0,0,0,0
"fcdf6fee22458d3f632e4df1","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451070695634523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454167226186672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aeb9ddf2884221718ea36cfe","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248088882598988,0,0.219001235386725,0,0,0,0,0,0,0,0,0,0,0,0.266320509891068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602067134103333,0,0,0,0,0.263289191943493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad9dde0a3f2b5a8374a05769","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1782cf2716248b35aea59d50","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214866907691112,0,0.209861325226469,0,0,0,0.21968383353898,0,0,0,0,0,0,0,0,0,0.228440427990907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b53198ec522bf60e17b86494","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0.282318308167617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905eeda657cb8ab1f8ada878","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"050fde602c65d37da8a19955","Lopez",2,0,0,0,0,0,0,0,0.326704218937176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308023531299339,0,0,0,0,0,0,0,0,0
"b693e7aad81d51308cb1f559","Lopez",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270989893271807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239353810857721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262782063924452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"970ceefd6771f5d5c773c0ec","Petro",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239318543609521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265869810891716,0,0,0,0,0,0,0,0,0.226474672135186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aed99ec59688d3bc0c20e7a5","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31793327630026,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d4c9e08f0fba57f45255c42","Uribe",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
